artist,artist_id,popularity,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,49,Number Five,Surrender the Night,6NDaxwtVhUHg49bTc99l2S,0.491,0.927,1,-3.863,0,0.0559,0.12,0.0422,0.241,137.023,207667,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,36,May Death Never Stop You,The Kids from Yesterday,2KbmrXsDOit0hvEdorMZ2o,0.544,0.927,2,-3.238,1,0.0508,0.00285,0.163,0.28,120.009,326480,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,45,May Death Never Stop You,The Ghost of You,7L3ZztbqdEbKItCMELoMk5,0.181,0.752,9,-5.519,0,0.0699,0.0,0.125,0.0372,144.766,237067,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,40,May Death Never Stop You,You Know What They Do to Guys Like Us in Prison,0xlO6Imwi6jaFlCNWWzS7z,0.372,0.893,8,-4.115,1,0.0706,3.75e-06,0.113,0.636,185.936,175080,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,38,May Death Never Stop You,Vampires Will Never Hurt You,4CHgMsn2siH3llSPvaHruj,0.321,0.981,4,-3.906,0,0.228,0.0,0.25,0.168,98.951,326347,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,39,May Death Never Stop You,"Honey, This Mirror Isn't Big Enough for the Two of Us",3CVK63YAWTCSc90CRBg7aD,0.327,0.976,1,-3.911,0,0.125,0.0,0.0353,0.505,108.153,233120,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,49,Life on the Murder Scene,Desert Song,1rDJIKiabJGtDtT8y72aTr,0.366,0.324,4,-10.056,0,0.0312,0.0,0.139,0.0704,147.518,230707,3
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,49,Life on the Murder Scene,Bury Me in Black - Demo,0uwM67BScty5fvQLUZneX5,0.322,0.914,9,-6.99,0,0.0484,2.87e-05,0.0469,0.583,113.717,156667,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,34,Life on the Murder Scene,I Never Told You What I Do for a Living - Demo,2SjP9IldcY0bOdsjPPm6ew,0.393,0.906,11,-6.894,0,0.0503,2.19e-06,0.0789,0.459,116.798,221573,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,33,Life on the Murder Scene,Headfirst for Halos - Live at Starland Ballroom,4lxjpsDIbyDhC7zRw3OZ0t,0.343,0.988,2,-6.602,1,0.124,0.0,0.39,0.203,118.916,160880,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,60,"I Brought You My Bullets, You Brought Me Your Love",Demolition Lovers,16Fp67kTFhH0XK5Cl6Oz7r,0.38,0.797,8,-9.091,1,0.057,1.42e-05,0.208,0.206,118.64,366560,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,49,"I Brought You My Bullets, You Brought Me Your Love",This Is the Best Day Ever,1mWMGKUaL7EyYIIveqlKC0,0.278,0.936,7,-5.986,1,0.107,0.0,0.335,0.34,119.088,132547,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,53,"I Brought You My Bullets, You Brought Me Your Love",Early Sunsets Over Monroeville,2aHqdN4K9naX3oBuUxp6zf,0.408,0.674,2,-8.882,1,0.0297,0.0,0.134,0.422,128.974,305053,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,56,"I Brought You My Bullets, You Brought Me Your Love",Our Lady of Sorrows,46mPWQpvSFkXrr5nWoWW74,0.271,0.931,1,-6.81,0,0.0785,0.0,0.182,0.382,142.407,125627,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,55,"I Brought You My Bullets, You Brought Me Your Love",Drowning Lessons,08VsSDNBuAOwGu8tkpJlSU,0.306,0.94,9,-6.475,1,0.119,0.0,0.336,0.357,127.331,263813,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,49,"I Brought You My Bullets, You Brought Me Your Love",Romance,0ehcL7EsiSy1mpgOk3EFg8,0.311,0.733,4,-18.015,0,0.0436,0.95,0.386,0.454,115.663,62663,3
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,42,"Desolation Row [From ""Watchmen""]",Desolation Row,2ltFL0EitHBwfUWgdhD9Xs,0.297,0.981,4,-4.222,1,0.386,4.33e-05,0.106,0.0719,168.281,179293,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,58,Danger Days: The True Lives of the Fabulous Killjoys,Vampire Money,4kXHIm097G3CemN3PzcpgL,0.261,0.979,1,-3.652,0,0.0966,0.122,0.113,0.64,183.718,218120,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,43,Danger Days: The True Lives of the Fabulous Killjoys,"Goodnite, Dr. Death",1QPY7FhOsWSbvpKuQW6q4O,0.479,0.281,10,-7.095,1,0.115,0.000441,0.523,0.059,89.815,119040,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,56,Danger Days: The True Lives of the Fabulous Killjoys,DESTROYA,08gaUXuT1LXIae7TwBTCB9,0.5,0.978,9,-5.128,1,0.103,0.593,0.204,0.199,100.038,272907,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,59,Danger Days: The True Lives of the Fabulous Killjoys,Summertime,7cQjIIjLOhbRVCXyIepF2U,0.6,0.799,2,-3.51,1,0.0332,0.0121,0.0932,0.647,130.031,246720,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,52,Danger Days: The True Lives of the Fabulous Killjoys,S/C/A/R/E/C/R/O/W,53lQywP7h2KlnfPAbwxWD9,0.41,0.912,2,-2.795,1,0.0334,0.145,0.423,0.289,155.031,268427,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,52,Danger Days: The True Lives of the Fabulous Killjoys,"Save Yourself, I'll Hold Them Back",3CX5UKLQ9zqorQDx00Sbgt,0.463,0.961,4,-3.591,0,0.169,0.0262,0.0499,0.269,136.9,230427,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,53,Danger Days: The True Lives of the Fabulous Killjoys,Party Poison,1RT6zSjs59gJdFfUshT465,0.413,0.988,8,-2.165,1,0.0745,0.00334,0.471,0.642,162.954,215960,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,53,Danger Days: The True Lives of the Fabulous Killjoys,The Only Hope for Me Is You,0OByd6pqxZzsXZRj6kJYbN,0.479,0.854,6,-4.129,1,0.0548,4.89e-06,0.117,0.129,125.92,272773,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,58,Danger Days: The True Lives of the Fabulous Killjoys,Planetary (GO!),3iitOoZUtWEgwZOEYFITFo,0.608,0.954,7,-3.507,1,0.0499,0.269,0.358,0.723,131.991,246760,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,60,Danger Days: The True Lives of the Fabulous Killjoys,SING,1mX6SYJ1ZpcoxQUiER8wOI,0.606,0.942,2,-3.618,1,0.0357,7.07e-06,0.106,0.373,110.98,270387,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,61,Danger Days: The True Lives of the Fabulous Killjoys,Bulletproof Heart,2EGF4JrisrJ4D4HOdTyYEO,0.405,0.95,6,-2.8,1,0.071,3.47e-06,0.108,0.383,139.715,296733,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,23,Danger Days: The True Lives of the Fabulous Killjoys,"Look Alive, Sunshine",1VTn4DY9aJn5Wc05ieKx6T,0.482,0.73,8,-13.89,1,0.279,0.0,0.342,0.449,128.773,29733,5
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,43,The Black Parade: The B-Sides,Kill All Your Friends,0RyTgZoC7eBla31CvRC1i8,0.467,0.905,7,-3.663,1,0.044,4.92e-05,0.121,0.498,102.45,268893,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,56,The Black Parade Is Dead!,Blood - End Credits,0Kt9sF46S7DFKrQOsXqidV,0.737,0.399,4,-10.147,1,0.135,0.0,0.196,0.82,123.979,81653,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,52,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),All the Angels - Live Demo,0nF9vweVf1fe2L2piR1P0F,0.554,0.382,11,-11.824,0,0.0434,9.18e-05,0.124,0.277,74.363,193667,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,42,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),Emily - Rough Mix,3MFiumsps05X2QUgMeBmUw,0.507,0.772,7,-4.395,0,0.0387,0.0,0.301,0.637,171.763,191693,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,40,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),Not That Kind of Girl - Live Demo,4ZPgbqIPdSGvDTzRBjpL3R,0.389,0.754,1,-5.978,1,0.0783,0.000206,0.154,0.579,161.034,182960,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,34,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),My Way Home Is Through You - Live Demo,7tbEnOvJhd8TNiIzSAPgdN,0.446,0.974,8,-4.764,1,0.103,0.435,0.376,0.553,106.915,165000,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,38,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),Party at the End of the World - Live Demo,2vHp0dygTtRJiiavIT0ajm,0.234,0.972,9,-3.628,1,0.204,0.766,0.224,0.504,169.257,167147,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,41,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),Disenchanted,75tLo0qRQ5v24jkRa1kgPX,0.343,0.692,2,-3.926,1,0.0355,0.0,0.112,0.153,174.07,295000,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,40,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),The Five of Us Are Dying - Rough Mix,4fEWuOkN2waQ5q0BH9Ykd1,0.28,0.959,7,-3.416,1,0.102,0.0023,0.185,0.219,94.913,229480,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,38,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),Sleep,6NK9g64i0EOGhXCfx27jTE,0.188,0.952,0,-4.499,1,0.201,0.000856,0.381,0.152,155.973,283467,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,41,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),Mama,7hSKf3yrno4avYqvTKeae7,0.236,0.799,4,-5.167,0,0.0939,0.0,0.0948,0.303,208.951,279027,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,41,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),Cancer,2aRZu1pBAaQV1BdeaaWh4G,0.457,0.515,4,-4.31,1,0.0261,0.0,0.278,0.222,74.984,142973,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,40,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),House of Wolves,4qPbHPTHniTcYt6oeboB7r,0.445,0.977,0,-2.674,1,0.0995,0.0235,0.126,0.239,105.825,184000,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,43,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),The Sharpest Lives,5EgnurNPXl2Arm2RDt6Aid,0.513,0.937,1,-3.427,0,0.0532,0.000102,0.083,0.543,155.015,200880,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,42,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),This Is How I Disappear,7vBczWEtVRGXkI5HOISv7L,0.242,0.983,2,-2.679,1,0.106,4.43e-05,0.303,0.301,163.366,239053,4
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,41,The Black Parade / Living with Ghosts (The 10th Anniversary Edition),The End.,7oiqxhRXTv11kRqEV0D70G,0.292,0.548,2,-4.977,1,0.0363,0.0,0.414,0.207,175.053,112920,3
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,71,The Black Parade,I Don't Love You,4RAOI1etsgbh5NP3T5R8rN,0.289,0.796,0,-4.22,1,0.0494,2.61e-05,0.202,0.33,169.835,238680,4
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,43,A Fever You Can't Sweat Out,Introduction,0JSnEZMwlEcq5eKiyZvy4F,0.463,0.157,7,-23.485,1,0.493,0.856,0.0944,0.526,130.334,36973,3
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,52,A Fever You Can't Sweat Out,London Beckoned Songs About Money Written by Machines,0N90pptABhFyr1axONlIEB,0.513,0.934,4,-3.347,0,0.163,0.0,0.832,0.591,169.907,203613,4
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,50,A Fever You Can't Sweat Out,"Nails for Breakfast, Tacks for Snacks",5VHwEHR0IfvV4f7V7o0qnt,0.6,0.946,5,-4.134,1,0.114,0.0,0.296,0.621,145.004,203840,4
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,53,A Fever You Can't Sweat Out,Camisado,2hgkutEHVmJRg7drAJAFHi,0.538,0.913,2,-3.493,1,0.138,0.0,0.115,0.409,156.076,191867,4
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,52,A Fever You Can't Sweat Out,Time to Dance,4C2i4NymWRem1LOVEqwWV6,0.425,0.97,9,-2.512,0,0.163,0.0,0.291,0.431,170.19,202027,4
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,43,A Fever You Can't Sweat Out,Intermission,51iSSDPQFolRBhtS9rAbeg,0.296,0.565,11,-10.935,0,0.0522,0.088,0.8,0.2,77.984,155507,4
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,50,A Fever You Can't Sweat Out,I Constantly Thank God for Esteban,3obggbhnOjjnytaGM1hpDR,0.629,0.817,7,-5.56,0,0.0696,0.0,0.135,0.653,167.002,210253,4
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,60,A Fever You Can't Sweat Out,"Build God, Then We'll Talk",4rstj4vgkFq49R2VV0fbxX,0.418,0.828,11,-4.132,0,0.0475,0.0,0.336,0.448,124.783,220720,4
Deicide,2K3GorTixXKAiwe2t9lO89,29,Scars Of The Crucifix,Fuck Your God,44zNwS40IOUdIa3Qdbbo6m,0.313,0.972,10,-4.296,0,0.145,0.865,0.252,0.296,109.746,211973,4
Cannibal Corpse,0yLwGBQiBqhXOvmTfH2A7n,52,Tomb Of The Mutilated,I Cum Blood,3bQoMbPYOvvseHaSOWAQ3Q,0.338,0.988,8,-7.29,0,0.0865,0.833,0.0377,0.449,99.046,221960,4
AC/DC,711MCceyCBcFnzjGY4Q7Un,56,Dirty Deeds Done Dirt Cheap,Ride On,594ONMYoHlJnqHPEx98t08,0.73,0.388,0,-9.511,1,0.051,0.00791,0.0735,0.279,105.716,350267,3
Skillet,49bzE5vRBRIota4qeHtQM8,47,Awake (Deluxe Edition),Would It Matter,3yawCOFKiw8TVVdCubX4hu,0.497,0.819,8,-4.352,1,0.0424,0.0,0.108,0.276,126.002,252280,4
Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,59,Californication,Otherside,3CeYdUfGPCjKMDYyI1PpCh,0.458,0.795,0,-3.265,1,0.0574,0.000202,0.0756,0.513,123.229,255373,4
R.E.M.,4KWTAlx2RvbpseOGMEmROg,0,Automatic For The People (U.S. Version),Everybody Hurts,4tCWWnk3BXinf7FllmSyHW,0.254,0.383,2,-8.036,1,0.0282,0.0237,0.172,0.178,188.2,318240,3
Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,77,Voices,You Make My Dreams (Come True),4o6BgsqLIBViaGVbx5rbRk,0.751,0.501,5,-12.151,1,0.0551,0.112,0.0467,0.902,167.057,190627,4
Kenny Loggins,3Y3xIwWyq5wnNHPp5gPjOW,66,The Essential Kenny Loggins,"Footloose - From ""Footloose"" Soundtrack",4YR6Dextuoc3I8nJ0XgzKI,0.564,0.911,2,-5.39,1,0.0536,4.36e-05,0.118,0.582,173.938,226293,4
Eurythmics,0NKDgy9j66h3DLnN8qu1bB,81,Sweet Dreams (Are Made Of This),Sweet Dreams (Are Made of This) - Remastered,1TfqLAPs4K3s2rJMoCokcS,0.692,0.711,0,-7.498,0,0.0317,0.0,0.12,0.875,125.135,216933,4
Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,66,She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition),Girls Just Want to Have Fun,2zjt2hHBbiv5SuxYg8Z7eP,0.707,0.788,6,-5.269,1,0.0333,0.000571,0.308,0.746,120.465,238120,4
Wham!,5lpH0xAS4fVfLkACg9DAuM,0,THE FINAL,Wake Me up Before You Go-Go,5J0S5UgpCwlmEagrqgzvoC,0.612,0.738,0,-6.648,1,0.0479,0.0,0.0779,0.883,81.327,230667,4
Madness,4AYkFtEBnNnGuoo8HaHErd,66,The Rise & Fall,Our House,1EXrFPfVNVsyb32yapebbM,0.589,0.715,0,-6.073,1,0.0401,0.00105,0.0559,0.806,120.999,203120,4
Queen,1dfeR4HaWDbWqFHLkxsg1d,81,The Game (2011 Remaster),Another One Bites The Dust - Remastered 2011,5vdp5UmvTsnMEMESIF2Ym7,0.933,0.528,5,-6.472,0,0.161,0.312,0.163,0.754,109.967,214653,4
Foreigner,6IRouO5mvvfcyxtPDKMYFN,60,No End in Sight: The Very Best of Foreigner,I Want to Know What Love Is - 2008 Remaster,5DeXQ3qADuDmqsosnZAK3o,0.48,0.529,6,-7.825,1,0.0275,4.27e-06,0.257,0.469,81.527,295480,4
Whitesnake,3UbyYnvNIT5DFXU4WgiGpP,0,Whitesnake (Special Edition),Here I Go Again - 20th Anniversary Remaster,7r6KRHz2HAjoaBQCtQJfzR,0.411,0.898,7,-4.121,1,0.0417,1.57e-05,0.243,0.247,90.721,270160,4
TOTO,0PFtn5NtBbbUNbU9EAmIWF,83,Toto IV,Africa,2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,8.01e-05,0.0481,0.732,92.718,295893,4
Europe,7Js6Lde8thlIHXggv2SCBz,0,Final Countdown (Digital 45),The Final Countdown - Single Version,6F54sjJDCMluQG2cl63ZwT,0.538,0.799,6,-7.814,0,0.0419,0.00378,0.0646,0.335,117.808,237147,4
Starship,0kObWap02DEg9EAJ3PBxzf,0,Knee Deep In The Hoopla,We Built This City,7aHRctaQ7vjxVTVmY8OhAA,0.661,0.908,5,-4.897,1,0.039,0.0,0.0708,0.656,144.091,296080,4
Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,0,The Essential Michael Jackson,Beat It - Single Version,2dzMbi6uW2EE4cgzxf8vcO,0.78,0.806,3,-5.566,0,0.0438,2.32e-05,0.174,0.909,138.976,258040,4
Rick Astley,0gxyHStUsqpMadRV0Di1Qt,7,Whenever You Need Somebody,Never Gonna Give You Up,4uLU6hMCjMI75M1A2tKUQC,0.721,0.939,8,-11.823,1,0.0376,3.79e-05,0.108,0.914,113.309,213573,4
The Outfield,1zxDewzd2j1ZdSBGaYcr0y,75,Play Deep,Your Love,4oDZ5L8izBals6jKBJDBcX,0.579,0.654,1,-12.421,0,0.0553,3.62e-06,0.0673,0.616,129.537,216467,4
Katrina & The Waves,2TzHIUhVpeeDxyJPpQfnV3,79,Katrina & The Waves,Walking On Sunshine,05wIrZSwuaVWhcv5FfqeH0,0.596,0.869,10,-11.97,1,0.037,0.173,0.0678,0.944,109.902,238733,4
Van Halen,2cnMpRsOVqtPMfq7YiFE6K,8,1984,Jump,2PfBSkCKZDXMsJogMT0wML,0.547,0.822,0,-7.201,1,0.0292,0.00943,0.0645,0.774,130.138,239560,4
Nena,6Tz0QRoe083BcOo2YbG9lV,0,99 Luftballons,99 Luftballons,6HA97v4wEGQ5TUClRM0XLc,0.466,0.438,4,-12.858,1,0.0608,5.62e-06,0.113,0.587,193.1,233000,4
DEVO,0UKfenbZb15sqhfPC6zbt3,65,Freedom of Choice,Whip It,4sscDOZCkbLSlDqcCgUJnX,0.78,0.869,9,-7.255,1,0.0517,0.004,0.0621,0.957,157.902,161133,4
Rick James,0FrpdcVlJQqibaz5HfBUrL,0,Street Songs (Remastered),Super Freak,55OjNE2lCUX19YsiwjmtYX,0.835,0.796,7,-8.313,1,0.0542,0.0,0.0407,0.962,132.448,204413,4
Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,81,Whitney,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.000307,0.0888,0.867,118.818,291293,4
Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,0,Songs From The Big Chair (Deluxe),Shout,5TXAySV8WBjAIMg3lPDCLN,0.509,0.935,0,-11.081,1,0.0411,5.21e-05,0.119,0.527,97.921,392676,4
Various Artists,0uAjBatvB4ubpd4kCfjmNt,60,Grand Theft Auto Vice City OST (Greatest Hits),I Ran (So Far Away),2Rwux3fRY1xxl167muIo93,0.537,0.815,2,-6.208,1,0.0348,0.807,0.194,0.691,145.424,219907,4
Jennifer Warnes,1XE70WwxhnrXNAJYQQ9ygx,61,Platinum & Gold Collection,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",4BFMQ15vXr626UOoZL8bUI,0.7,0.781,6,-8.255,0,0.0507,0.00342,0.059,0.385,108.695,289067,4
Pat Benatar,43mhFhQ4JAknA7Ik1bOZuV,41,Premium Gold Collection,Love Is A Battlefield,3DPJ8HfH6ktSgBf21pVquQ,0.673,0.712,2,-7.038,0,0.0549,0.000607,0.0892,0.641,90.634,251267,4
The Human League,1aX2dmV8XoHYCOQRxjPESG,76,Dare!,Don't You Want Me,3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,9,-8.125,0,0.0377,0.0,0.214,0.958,117.656,236920,4
Culture Club,6kz53iCdBSqhQCZ21CoLcc,74,Colour By Numbers,Karma Chameleon - Remastered 2002,2wSAWEYUHkt92X4SBAPqZE,0.668,0.73,10,-7.182,1,0.0366,0.0,0.188,0.894,92.049,252773,4
Eddie Money,4Tw2N3wdvJPGEU7JqMxFfE,70,Can't Hold Back,Take Me Home Tonight,7b4yGtR0rujvLi5EBfKKJ2,0.608,0.768,1,-9.911,1,0.0364,1.41e-06,0.0942,0.748,132.699,211160,4
The Go-Go's,2mG8HHQ9S9kcbjcrb5N1FE,64,Beauty And The Beat,We Got The Beat,5kz9GDBTX846OXwqWoyKzF,0.587,0.994,2,-5.61,1,0.045,0.0734,0.0319,0.481,151.941,153133,4
REO Speedwagon,55vs7NT1KxcFjbMC4y202E,73,Wheels Are Turnin',Can't Fight This Feeling,5WwqdeavrQrbeAMDxGawse,0.408,0.48,9,-11.017,1,0.0266,1.82e-05,0.0877,0.19,156.344,294773,4
Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,0,Shout: The Very Best Of Tears For Fears,Everybody Wants To Rule The World,76798uYU1DhBRVWxSo1bhY,0.687,0.886,7,-8.219,1,0.0485,0.00646,0.0702,0.467,112.073,247533,4
Orchestral Manoeuvres In The Dark,7wJ9NwdRWtN92NunmXuwBk,69,Organisation,Enola Gay - Remastered,3NYCaxkggl0Hh8vQptSUvV,0.559,0.764,2,-7.058,0,0.0348,0.0299,0.0807,0.932,143.319,213693,4
Kenny Loggins,3Y3xIwWyq5wnNHPp5gPjOW,47,The Essential Kenny Loggins,"I'm Free (Heaven Helps the Man) - From ""Footloose"" Soundtrack",03xU1bLqUkwo4ae3flK5Di,0.585,0.807,8,-6.308,1,0.039,0.0,0.27,0.814,160.253,226267,4
Kim Wilde,73a6pNH4YtLNgDbPQwXveo,0,The Singles Collection 1981 - 1993,Kids In America,02SQcBSULnUUm3QHxbF8H9,0.565,0.853,4,-2.333,1,0.0519,0.0,0.165,0.338,159.332,205640,4
Tommy Tutone,1n2LWYgwtGp7EzDapUoniE,64,Tommy Tutone - 2,867-5309 / Jenny,6iX1f3r7oUJnMbGgQ2gx1j,0.584,0.708,5,-10.039,1,0.0593,0.00364,0.112,0.564,137.657,226200,4
Asia,1bdytLV3FPjyhfrb6BhMej,0,Asia,Heat Of The Moment,2ZBalNGwjqdKJd29O76wBV,0.324,0.84,1,-7.31,1,0.0489,0.000239,0.367,0.576,136.136,227627,4
Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,69,Glass Houses,It's Still Rock and Roll to Me,64UioB4Nmwgn2f4cbIpAkl,0.752,0.684,0,-7.599,1,0.15,0.0,0.0897,0.539,141.075,176440,4
The Cure,7bu3H8JO7d0UbMoVzbo70s,69,Wish,Friday I'm in Love,263aNAQCeFSWipk896byo6,0.526,0.762,0,-12.437,0,0.0342,0.000116,0.338,0.505,136.203,214400,4
Simple Minds,6hN9F0iuULZYWXppob22Aj,0,Once Upon A Time (Deluxe),Don't You (Forget About Me),4aWn4NHlELpOehxsBaQeoe,0.66,0.816,2,-6.61,1,0.0299,0.0181,0.0608,0.678,111.346,263040,4
Real Life,1n0pe6Cx9pCNvXYkX9TTLX,39,Heartland,Catch Me I'm Falling,3Guz2ytmxqThnnJGHwXviA,0.574,0.803,10,-6.866,1,0.052,0.0456,0.246,0.771,84.791,245467,4
The Buggles,057gc1fxmJ2vkctjQJ7Tal,72,The Age Of Plastic,Video Killed The Radio Star,7o7E1nrHWncYY7PY94gCiX,0.68,0.678,1,-11.548,1,0.0754,0.00828,0.204,0.251,131.165,252773,4
Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,75,She's So Unusual,Time After Time,7o9uu2GDtVDr9nsR7ZRN73,0.726,0.449,0,-9.206,1,0.0286,1.34e-06,0.0824,0.294,130.388,241333,4
Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,75,Storm Front,We Didn't Start the Fire,3Cx4yrFaX8CeHwBMReOWXI,0.712,0.967,7,-5.206,1,0.047,0.0,0.356,0.895,145.024,287733,4
The Vapors,4K3NWDwBIxgktui14SccR2,54,New Clear Days,Turning Japanese - Non Stop Edit,1MANhf0nwr6gFwsRJMeDbr,0.503,0.908,0,-5.845,1,0.0641,7.88e-05,0.396,0.92,179.929,224107,4
Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,78,Born In The U.S.A.,Dancing In the Dark,7FwBtcecmlpc1sLySPXeGE,0.527,0.942,1,-5.64,0,0.0366,0.0,0.188,0.495,148.723,241307,4
Chris Isaak,7290H8m1Dwt8G7jm1y9CQx,0,Heart Shaped World,Wicked Game,34u3Bj1KVxKWfA07yDJ2vG,0.661,0.3,9,-18.055,1,0.0294,0.0118,0.0839,0.359,112.327,289067,4
Dexys Midnight Runners,4QTVePrFu1xuGM9K0kNXkk,75,Too Rye Ay,Come On Eileen,3MrWxJaD2AT0W9DjWF64Vm,0.45,0.656,2,-7.049,1,0.0472,3.02e-06,0.259,0.782,106.61,287307,4
The Zombies,2jgPkn6LuUazBoBk6vvjh5,65,Begin Here,She's Not There,3dzW0SoVNyJTWWJimX8stj,0.523,0.803,4,-5.189,0,0.045,0.0,0.0948,0.898,132.316,145293,4
The Kinks,1SQRv42e4PjEYfPhS0Tk9E,71,Kinks,You Really Got Me - Mono Mix,29SyMC0plk6qw8NMF7lfRL,0.573,0.939,8,-6.441,1,0.0808,0.0,0.0994,0.963,137.382,134253,4
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,66,A Hard Day's Night (Remastered),A Hard Day's Night - Remastered 2009,5J2CHimS7dWYMImCHkEFaJ,0.59,0.805,0,-6.481,1,0.0371,0.0,0.0996,0.797,138.514,154200,4
